Pricing Date,823 | Share Price (Daily)(HK$),823 | Volume (Daily)
9/25/2025,39.6,10112760
9/26/2025,39.74,7360698
9/27/2025,,
9/28/2025,,
9/29/2025,40.18,10880360
9/30/2025,40,7946617
10/1/2025,,
10/2/2025,40.26,8981884
10/3/2025,40.6,8015076
10/4/2025,,
10/5/2025,,
10/6/2025,40.5,5006884
10/7/2025,,
10/8/2025,40.44,6291050
10/9/2025,40.8,6739796
10/10/2025,40.86,5439897
10/11/2025,,
10/12/2025,,
10/13/2025,40.64,8481044
10/14/2025,40.36,7862399
10/15/2025,40.8,8530777
10/16/2025,40.64,5972911
10/17/2025,40.04,11636740
10/18/2025,,
10/19/2025,,
10/20/2025,40.88,7703071
10/21/2025,40.76,5604187
10/22/2025,40.44,7148544
10/23/2025,40.54,6351123
10/24/2025,40.76,6253929
10/25/2025,,
10/26/2025,,
10/27/2025,40.7,5713016
10/28/2025,41.32,11336360
10/29/2025,,
10/30/2025,41,12502900
10/31/2025,40.76,66700
